gene_id_go,gene_description,geneLink,GO
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,negative regulation of transcription from RNA polymerase II promoter
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,RNA polymerase II regulatory region sequence-specific DNA binding
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,chromatin binding
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,sequence-specific DNA binding transcription factor activity
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,transcription coactivator activity
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,transcription corepressor activity
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,nucleus
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,transcription from RNA polymerase II promoter
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,multicellular organismal development
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,cell aging
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,negative regulation of cell proliferation
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,protein dimerization activity
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,regulation of cell cycle
MNT,MAX network transcriptional repressor,https://www.ncbi.nlm.nih.gov/gene/?term=4335,negative regulation of apoptotic signaling pathway
MRFAP1L1,Morf4 family associated protein 1 like 1,https://www.ncbi.nlm.nih.gov/gene/?term=114932,protein binding
TLL2,tolloid like 2,https://www.ncbi.nlm.nih.gov/gene/?term=7093,metalloendopeptidase activity
TLL2,tolloid like 2,https://www.ncbi.nlm.nih.gov/gene/?term=7093,calcium ion binding
TLL2,tolloid like 2,https://www.ncbi.nlm.nih.gov/gene/?term=7093,extracellular region
TLL2,tolloid like 2,https://www.ncbi.nlm.nih.gov/gene/?term=7093,proteolysis
TLL2,tolloid like 2,https://www.ncbi.nlm.nih.gov/gene/?term=7093,multicellular organismal development
TLL2,tolloid like 2,https://www.ncbi.nlm.nih.gov/gene/?term=7093,zinc ion binding
TLL2,tolloid like 2,https://www.ncbi.nlm.nih.gov/gene/?term=7093,extracellular matrix disassembly
TLL2,tolloid like 2,https://www.ncbi.nlm.nih.gov/gene/?term=7093,cell differentiation
TLL2,tolloid like 2,https://www.ncbi.nlm.nih.gov/gene/?term=7093,extracellular matrix organization
PDZD8,PDZ domain containing 8,https://www.ncbi.nlm.nih.gov/gene/?term=118987,cytoskeleton organization
PDZD8,PDZ domain containing 8,https://www.ncbi.nlm.nih.gov/gene/?term=118987,membrane
PDZD8,PDZ domain containing 8,https://www.ncbi.nlm.nih.gov/gene/?term=118987,viral process
PDZD8,PDZ domain containing 8,https://www.ncbi.nlm.nih.gov/gene/?term=118987,regulation of cell morphogenesis
PDZD8,PDZ domain containing 8,https://www.ncbi.nlm.nih.gov/gene/?term=118987,intracellular signal transduction
PDZD8,PDZ domain containing 8,https://www.ncbi.nlm.nih.gov/gene/?term=118987,metal ion binding
TAAR6,trace amine associated receptor 6,https://www.ncbi.nlm.nih.gov/gene/?term=319100,trace-amine receptor activity
TAAR6,trace amine associated receptor 6,https://www.ncbi.nlm.nih.gov/gene/?term=319100,G-protein coupled receptor activity
TAAR6,trace amine associated receptor 6,https://www.ncbi.nlm.nih.gov/gene/?term=319100,plasma membrane
TAAR6,trace amine associated receptor 6,https://www.ncbi.nlm.nih.gov/gene/?term=319100,G-protein coupled receptor signaling pathway
TAAR6,trace amine associated receptor 6,https://www.ncbi.nlm.nih.gov/gene/?term=319100,integral component of membrane
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,NAD+ kinase activity
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,diacylglycerol kinase activity
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,ATP binding
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,cytoplasm
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,plasma membrane
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,protein kinase C-activating G-protein coupled receptor signaling pathway
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,blood coagulation
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,phospholipid biosynthetic process
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,membrane
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,integral component of membrane
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,phosphorylation
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,platelet activation
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,intracellular signal transduction
DGKE,diacylglycerol kinase epsilon,https://www.ncbi.nlm.nih.gov/gene/?term=8526,metal ion binding
TM6SF1,transmembrane 6 superfamily member 1,https://www.ncbi.nlm.nih.gov/gene/?term=53346,molecular_function
TM6SF1,transmembrane 6 superfamily member 1,https://www.ncbi.nlm.nih.gov/gene/?term=53346,biological_process
TM6SF1,transmembrane 6 superfamily member 1,https://www.ncbi.nlm.nih.gov/gene/?term=53346,integral component of membrane
TBC1D12,TBC1 domain family member 12,https://www.ncbi.nlm.nih.gov/gene/?term=23232,Rab GTPase activator activity
TBC1D12,TBC1 domain family member 12,https://www.ncbi.nlm.nih.gov/gene/?term=23232,positive regulation of Rab GTPase activity
LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=85444,nucleus
LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=85444,nucleolus
LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=85444,cytoplasm
LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=85444,centrosome
LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=85444,centriole
LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=85444,mitotic nuclear division
SHISA8,shisa family member 8,https://www.ncbi.nlm.nih.gov/gene/?term=440829,integral component of membrane
NECAB1,N-terminal EF-hand calcium binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=64168,calcium ion binding
NECAB1,N-terminal EF-hand calcium binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=64168,nucleus
NECAB1,N-terminal EF-hand calcium binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=64168,nucleolus
NECAB1,N-terminal EF-hand calcium binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=64168,cytoplasm
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,regulation of cyclin-dependent protein serine/threonine kinase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,magnesium ion binding
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,angiogenesis
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of protein phosphorylation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,regulation of B cell apoptotic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphatidylinositol-3-phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphoprotein phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,protein serine/threonine phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,protein tyrosine phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,platelet-derived growth factor receptor binding
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,protein binding
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,nucleus
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,nucleolus
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,cytoplasm
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,cytoplasm
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,mitochondrion
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,cytosol
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,plasma membrane
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,protein dephosphorylation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,protein dephosphorylation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phospholipid metabolic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphatidylinositol biosynthetic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,apoptotic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,activation of mitotic anaphase-promoting complex activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,epidermal growth factor receptor signaling pathway
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,neuron-neuron synaptic transmission
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,synapse assembly
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,central nervous system development
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,heart development
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,aging
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,response to nutrient
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,learning or memory
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,memory
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,locomotory behavior
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,protein tyrosine/serine/threonine phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,cell proliferation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,positive regulation of cell proliferation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of cell proliferation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of cell proliferation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,lipid binding
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,fibroblast growth factor receptor signaling pathway
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,response to glucose
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,cytoplasmic side of plasma membrane
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,response to zinc ion
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,regulation of neuron projection development
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,anaphase-promoting complex binding
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of phosphatidylinositol 3-kinase signaling
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphatidylinositol-345-trisphosphate 3-phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphatidylinositol-345-trisphosphate 3-phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,cell migration
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,PML body
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,enzyme binding
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,protein kinase binding
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,dentate gyrus development
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,central nervous system neuron axonogenesis
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,PDZ domain binding
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of cell migration
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of myelination
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,regulation of protein stability
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,central nervous system myelin maintenance
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,response to estradiol
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,regulation of cellular component size
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,regulation of myeloid cell apoptotic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,response to ATP
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,multicellular organismal response to stress
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,social behavior
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,peptidyl-tyrosine dephosphorylation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,peptidyl-tyrosine dephosphorylation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,myelin sheath adaxonal region
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,Fc-epsilon receptor signaling pathway
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,response to drug
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,maternal behavior
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,cell projection
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,neuron projection
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,positive regulation of apoptotic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of apoptotic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,dendritic spine
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,Schmidt-Lanterman incisure
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,protein kinase B signaling
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,endothelial cell migration
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,inositol phosphate metabolic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,small molecule metabolic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,innate immune response
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,postsynaptic membrane
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,response to ethanol
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,locomotor rhythm
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of cell size
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of organ growth
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,response to arsenic-containing substance
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,inositol phosphate dephosphorylation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphatidylinositol dephosphorylation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphatidylinositol dephosphorylation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,platelet-derived growth factor receptor signaling pathway
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,neurotrophin TRK receptor signaling pathway
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphatidylinositol-mediated signaling
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,cardiac muscle tissue development
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,forebrain morphogenesis
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,brain morphogenesis
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of epithelial cell proliferation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of phagocytosis
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of axonogenesis
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,protein stabilization
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,T cell receptor signaling pathway
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,positive regulation of sequence-specific DNA binding transcription factor activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,inositol-1345-tetrakisphosphate 3-phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,inositol-1345-tetrakisphosphate 3-phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphatidylinositol-34-bisphosphate 3-phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,phosphatidylinositol-34-bisphosphate 3-phosphatase activity
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of focal adhesion assembly
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of protein kinase B signaling
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,rhythmic synaptic transmission
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,canonical Wnt signaling pathway
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,synapse maturation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,prepulse inhibition
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,male mating behavior
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,long-term synaptic potentiation
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,long term synaptic depression
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,prostate gland growth
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,dendritic spine morphogenesis
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of dendritic spine morphogenesis
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of ribosome biogenesis
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of cell aging
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of excitatory postsynaptic membrane potential
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,presynaptic membrane assembly
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,postsynaptic density assembly
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of G1/S transition of mitotic cell cycle
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,positive regulation of excitatory postsynaptic membrane potential
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,negative regulation of synaptic vesicle clustering
PTEN,phosphatase and tensin homolog,https://www.ncbi.nlm.nih.gov/gene/?term=5728,positive regulation of apoptotic signaling pathway
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,neuromedin U receptor activity
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,reduction of food intake in response to dietary excess
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,G-protein coupled receptor activity
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,intracellular calcium activated chloride channel activity
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,GTP binding
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,plasma membrane
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,calcium ion transport
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,chloride transport
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,regulation of smooth muscle contraction
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,phospholipase C-activating G-protein coupled receptor signaling pathway
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,positive regulation of cytosolic calcium ion concentration
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,neuropeptide signaling pathway
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,cell-cell signaling
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,central nervous system development
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,grooming behavior
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,feeding behavior
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,integral component of membrane
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,calcium-mediated signaling
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,neuromedin U binding
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,activation of phospholipase A2 activity by calcium-mediated signaling
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,inositol phosphate-mediated signaling
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,response to pain
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,arachidonic acid secretion
NMUR2,neuromedin U receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=56923,chloride transmembrane transport
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,receptor binding
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,cytokine activity
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,tumor necrosis factor receptor binding
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,protein binding
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,extracellular space
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,cytoplasm
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,plasma membrane
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,apoptotic process
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,immune response
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,signal transduction
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,release of cytoplasmic sequestered NF-kappaB
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,positive regulation of T cell chemotaxis
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,integral component of membrane
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,T cell costimulation
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,T cell proliferation
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,T cell activation
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,cysteine-type endopeptidase inhibitor activity involved in apoptotic process
TNFSF14,TNF superfamily member 14,https://www.ncbi.nlm.nih.gov/gene/?term=8740,T cell homeostasis
