gene_id_go,gene_description,geneLink,GO
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,acetylcholine-gated cation channel activity
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,cell junction
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,sperm motility
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,axon
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,dendrite
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,growth cone
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,response to food
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,regulation of synaptic transmission dopaminergic
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,asymmetric synapse
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,negative regulation of interleukin-1 beta production
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,negative regulation of interleukin-6 production
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,negative regulation of tumor necrosis factor production
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,ion transmembrane transport
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,response to nicotine
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,behavioral response to nicotine
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,T cell activation
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,B cell activation
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,acetylcholine binding
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,regulation of membrane potential
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,dopamine biosynthetic process
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,ovulation cycle
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,presynaptic membrane
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,protein homodimerization activity
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,neuronal cell body
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,dendritic spine
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,dendritic shaft
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,membrane raft
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,postsynaptic membrane
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,response to ethanol
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,positive regulation of angiogenesis
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,behavioral response to ethanol
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,regulation of inflammatory response
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,negative regulation of inflammatory response
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,cognition
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,ATPase binding
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,generation of ovulation cycle rhythm
Chrna7,cholinergic receptor nicotinic alpha 7 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=25302,scaffold protein binding
C4bpb,"complement component 4 binding protein, beta",https://www.ncbi.nlm.nih.gov/gene/?term=24236,extracellular region
C4bpb,"complement component 4 binding protein, beta",https://www.ncbi.nlm.nih.gov/gene/?term=24236,extracellular space
C4bpb,"complement component 4 binding protein, beta",https://www.ncbi.nlm.nih.gov/gene/?term=24236,complement activation classical pathway
C4bpb,"complement component 4 binding protein, beta",https://www.ncbi.nlm.nih.gov/gene/?term=24236,other organism cell
C4bpb,"complement component 4 binding protein, beta",https://www.ncbi.nlm.nih.gov/gene/?term=24236,innate immune response
C4bpb,"complement component 4 binding protein, beta",https://www.ncbi.nlm.nih.gov/gene/?term=24236,positive regulation of protein catabolic process
C4bpb,"complement component 4 binding protein, beta",https://www.ncbi.nlm.nih.gov/gene/?term=24236,negative regulation of complement activation classical pathway
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,G-protein coupled receptor activity
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,bombesin receptor activity
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,plasma membrane
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,G-protein coupled receptor signaling pathway
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,learning or memory
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,membrane
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,integral component of membrane
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,bombesin receptor signaling pathway
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,social behavior
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,regulation of cell proliferation
Grpr,gastrin releasing peptide receptor,https://www.ncbi.nlm.nih.gov/gene/?term=24938,neuropeptide binding
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,angiogenesis
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,response to hypoxia
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,wound healing involved in inflammatory response
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,heme oxygenase (decyclizing) activity
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,phospholipase D activity
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,signal transducer activity
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,protein binding
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,nucleus
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,nucleolus
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,endoplasmic reticulum
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,endoplasmic reticulum membrane
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,cytosol
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,plasma membrane
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,caveola
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,phospholipid metabolic process
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,heme oxidation
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,response to oxidative stress
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,small GTPase mediated signal transduction
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,regulation of blood pressure
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,cell death
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,negative regulation of cell proliferation
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,intrinsic apoptotic signaling pathway in response to DNA damage
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,negative regulation of muscle cell apoptotic process
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,oxidoreductase activity
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,enzyme binding
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,heme binding
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,cellular response to nutrient
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,negative regulation of mast cell cytokine production
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,erythrocyte homeostasis
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,regulation of transcription from RNA polymerase II promoter in response to iron
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,response to nicotine
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,intracellular signal transduction
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,heme catabolic process
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,heme metabolic process
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,response to hydrogen peroxide
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,protein homodimerization activity
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,positive regulation of I-kappaB kinase/NF-kappaB signaling
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,negative regulation of mast cell degranulation
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,negative regulation of DNA binding
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,negative regulation of sequence-specific DNA binding transcription factor activity
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,negative regulation of neuron apoptotic process
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,regulation of transcription from RNA polymerase II promoter in response to oxidative stress
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,response to estrogen
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,positive regulation of angiogenesis
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,metal ion binding
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,positive regulation of smooth muscle cell proliferation
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,negative regulation of smooth muscle cell proliferation
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,regulation of sequence-specific DNA binding transcription factor activity
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,protein homooligomerization
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,iron ion homeostasis
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,cellular response to arsenic-containing substance
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,cellular response to cadmium ion
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,cellular response to hypoxia
Hmox1,heme oxygenase 1,https://www.ncbi.nlm.nih.gov/gene/?term=24451,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,glutathione transferase activity
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,cytoplasm
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,cytosol
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,plasma membrane
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,glutathione metabolic process
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,xenobiotic metabolic process
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,aging
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,sensory perception of smell
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,response to metal ion
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,response to organic cyclic compound
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,nitrobenzene metabolic process
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,enzyme binding
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,response to genistein
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,xenobiotic catabolic process
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,protein homodimerization activity
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,protein complex
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,glutathione binding
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,protein heterodimerization activity
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,cellular detoxification of nitrogen compound
Gstm2,"glutathione S-transferase, mu 7",https://www.ncbi.nlm.nih.gov/gene/?term=24424,response to catechin
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,postsynaptic membrane organization
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,skeletal muscle contraction
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,acetylcholine-activated cation-selective channel activity
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,plasma membrane
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,acetylcholine-gated channel complex
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,cation transport
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,muscle contraction
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,signal transduction
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,synaptic transmission cholinergic
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,neuromuscular synaptic transmission
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,channel activity
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,ligand-gated ion channel activity
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,acetylcholine receptor activity
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,cell junction
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,ion transmembrane transport
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,behavioral response to nicotine
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,acetylcholine binding
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,regulation of membrane potential
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,synapse
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,postsynaptic membrane
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,muscle fiber development
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,neurological system process
Chrnb1,cholinergic receptor nicotinic beta 1 subunit,https://www.ncbi.nlm.nih.gov/gene/?term=24261,transmembrane transport
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,angiogenesis
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,protein tyrosine kinase activity
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,transmembrane-ephrin receptor activity
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,ATP binding
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,cytoplasm
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,integral component of plasma membrane
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,signal transduction
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,axon guidance
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,axon guidance receptor activity
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,membrane
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,peptidyl-tyrosine phosphorylation
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,cranial nerve development
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,optic nerve morphogenesis
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,central nervous system projection neuron axonogenesis
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,neurogenesis
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,establishment of cell polarity
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,axon
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,dendrite
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,retinal ganglion cell axon guidance
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,cell-substrate adhesion
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,early endosome membrane
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,membrane raft
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,regulation of JNK cascade
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,protein autophosphorylation
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,ephrin receptor signaling pathway
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,camera-type eye morphogenesis
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,detection of temperature stimulus involved in sensory perception of pain
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,positive regulation of synapse assembly
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,cell chemotaxis
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,dendritic spine development
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,dendritic spine morphogenesis
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,neural precursor cell proliferation
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,extracellular vesicular exosome
Ephb1,Eph receptor B1,https://www.ncbi.nlm.nih.gov/gene/?term=24338,regulation of ERK1 and ERK2 cascade
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,group II metabotropic glutamate receptor activity
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,calcium channel regulator activity
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,protein binding
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,intracellular
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,integral component of plasma membrane
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,synaptic transmission
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,glutamate secretion
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,cell junction
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,axon
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,dendrite
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,presynaptic membrane
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,neuron projection
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,regulation of neurotransmitter secretion
Grm2,glutamate metabotropic receptor 2,https://www.ncbi.nlm.nih.gov/gene/?term=24415,regulation of synaptic transmission glutamatergic
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,chromatin binding
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,protein kinase C activity
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,protein kinase C binding
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,calcium channel regulator activity
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,protein binding
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,ATP binding
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,nucleus
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,cytoplasm
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,centrosome
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,cytosol
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,plasma membrane
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,transcription DNA-templated
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,regulation of transcription from RNA polymerase II promoter
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,protein phosphorylation
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,calcium ion transport
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,cellular calcium ion homeostasis
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,apoptotic process
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,zinc ion binding
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,response to glucose
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,negative regulation of glucose transport
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,regulation of dopamine secretion
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,dibenzo-p-dioxin metabolic process
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,ligand-dependent nuclear receptor transcription coactivator activity
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,positive regulation of vascular endothelial growth factor receptor signaling pathway
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,brush border membrane
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,response to vitamin D
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,histone kinase activity (H3-T6 specific)
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,histone H3-T6 phosphorylation
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,intracellular signal transduction
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,regulation of growth
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,B cell activation
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,histone binding
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,positive regulation of odontogenesis of dentin-containing tooth
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,response to drug
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,positive regulation of I-kappaB kinase/NF-kappaB signaling
Prkcb,"protein kinase C, beta",https://www.ncbi.nlm.nih.gov/gene/?term=25023,response to ethanol
