gene,ADRG1,ADRG2,AORT1,AORT2,BFAT1,BFAT2
Mip,4.61907,4.73266,4.70524,4.88289,4.35027,4.25805
Plac8,5.47986,5.43755,4.6184,4.78906,3.63223,3.93717
Olfr1335,7.54357,7.88625,7.20396,7.40209,6.894,6.54086
Diras1,6.19859,6.16979,5.21932,5.39579,5.19011,4.98366
Olfr1054,6.43862,6.59979,5.89939,5.83373,5.45571,5.42818
Wdr82,10.0983,10.2268,9.3982,9.44175,8.69026,8.94959
Zfp259,8.69349,8.63553,7.93129,7.76142,7.36676,7.51179
Fam82b,7.54972,7.43919,8.42626,8.20636,8.12782,8.5038
Mrpl12,8.4938,8.4615,9.02383,9.1008,8.96481,9.08196
1700007B14Rik,4.75529,4.96792,4.49536,4.56128,4.23851,3.85214
Pomt1,8.78416,8.98313,8.64251,8.90338,8.31479,8.71828
Thrsp,9.90602,10.6752,11.0815,11.559,11.3355,11.7036
Cd151,11.0683,11.0778,10.3695,10.3499,10.048,10.0749
Kif5a,7.05227,6.52274,6.06876,5.40797,5.13669,4.89059
Gm6712,7.33621,7.10343,6.90464,6.79094,6.50061,6.88396
AC122379.1,6.0316,5.99948,5.9777,6.06085,5.78899,5.55971
Sigirr,6.92726,6.82835,6.22522,6.12078,5.98485,6.00446
4921523A10Rik,4.52159,4.36687,3.99303,4.00671,3.75393,3.75967
Xylt1,8.32345,8.17663,7.76821,7.67623,6.58602,6.37171
Farsb,9.06561,9.06284,8.48245,8.37636,8.44511,8.35391
Olfr672,5.50341,5.6962,4.96224,4.86634,4.51159,4.28756
Arhgef9,7.21265,7.04256,7.32088,7.24229,6.74292,6.97816
Csf2ra,9.09735,8.86315,7.72823,7.73552,7.0513,7.0692
Olfr993,4.69564,4.74683,4.48586,4.24257,3.73254,3.52709
Rhox6,7.1403,7.33393,7.14818,7.2598,7.05089,6.93724
Map4k1,5.94974,5.87739,5.64543,5.66363,5.07356,4.9554
Fam125a,9.18384,9.07576,8.69902,8.6653,8.41234,8.3934
Irak4,8.01537,7.84601,7.58627,7.59913,7.23215,7.38845
Gpr110,4.7333,4.78975,4.50921,4.35205,4.13502,3.80515
Ankrd1,4.88877,4.93581,9.03215,9.19927,4.8358,4.5399
Kif1c,6.70151,6.88285,7.29064,7.31638,7.08274,7.2703
AC157095.1,3.97055,4.13994,3.65378,3.67446,3.24162,3.27927
Hdgfrp3,6.83688,6.68032,6.68007,6.55363,5.08871,5.1982
Tas2r108,5.43783,5.7061,4.93612,4.95612,4.82798,4.59277
Fbxo22,9.45049,9.69042,9.05488,8.74471,8.54151,8.681
Mrpl48,7.21135,7.21337,6.77726,6.71841,6.28757,6.50739
Rbm18,8.7829,8.592,8.38869,8.35472,7.93398,8.01339
Rsph9,7.26121,7.24302,5.79735,6.00653,4.93505,4.76915
Scg3,8.17191,7.84565,5.08935,4.71067,3.9526,3.84818
2410018M08Rik,6.63681,6.45745,6.16634,6.10559,5.97509,5.86971
Olfr1141,5.14472,5.3632,4.84612,4.98911,4.45988,4.14367
Ankrd32,6.53466,6.505,6.07729,5.87364,5.02147,5.30653
Cacna1e,6.01318,5.99568,5.39526,5.51266,5.41151,5.09269
Fam55b,6.58238,6.70653,6.21846,6.27635,5.72758,5.80233
4930511M11Rik,4.98863,4.9511,4.6663,4.70244,4.44229,4.25979
Rhbdl2,6.26259,6.21772,5.83379,5.76276,5.44205,5.41972
Sh3bgrl,10.2694,10.1138,10.59,10.5418,9.69929,9.89066
Mir532,5.16913,5.15888,4.71068,4.81926,4.71789,4.21386
Invs,8.18436,8.05434,6.9458,7.05987,6.08906,6.14134
Daam2,7.92652,7.73216,5.80819,5.62526,5.50187,5.55085
Zfp281,9.0429,8.90456,8.58439,8.33436,7.54064,7.69098
Gabrr2,5.63527,5.72206,5.26171,5.70749,5.18464,5.10698
Asb2,6.16279,6.09665,8.05258,8.37876,7.39481,7.16694
Notch1,8.81834,8.68297,8.54043,8.27492,8.28164,8.27451
Gm15490,5.07865,4.956,4.6952,4.90492,4.25146,4.37857
Faim,6.99881,6.88315,6.4518,6.40281,6.54322,6.76686
Nkain3,5.65204,5.79654,5.0979,5.14941,5.08836,4.48489
Kcnk10,5.63565,5.39683,5.35772,5.29999,4.90403,4.7913
Cyp2j5,5.8353,6.03706,5.49636,5.1019,4.83919,4.25553
Pebp4,4.63411,4.63836,4.31149,4.33847,4.11502,3.99767
Lphn2,8.29887,8.25557,7.80175,7.90079,5.3869,5.57681
Osbpl8,8.41407,8.34242,8.06652,7.8168,7.67102,7.77977
Dlgap1,8.32034,7.98294,5.51092,5.56673,4.9215,5.08117
Krt31,5.2953,5.04492,5.30677,5.15845,5.06967,4.89932
Col4a3,6.93273,6.88081,6.28247,6.17477,6.06749,5.91505
Olfr383-ps1,4.15121,4.11434,3.83881,3.67876,3.23758,3.33353
1700106N22Rik,7.96043,7.85644,7.12787,6.98745,6.94072,7.29136
Vault,8.50273,8.56814,8.40352,9.07508,7.42855,7.78577
Pstk,6.93714,6.88919,7.18697,6.9867,6.92402,7.06803
9630033F20Rik,7.7044,7.69574,7.35771,7.23444,7.31708,7.34074
Cxcl2,4.84254,4.92138,4.3134,4.30068,3.8844,3.92322
Tcf15,6.07155,6.15713,6.62563,6.55735,6.68433,6.48421
Gas2,7.77332,7.78833,6.27379,6.23856,6.04527,5.84893
Il17rb,6.26409,6.03058,5.52208,5.63399,5.3658,5.42088
Ncoa6,8.91227,8.79359,8.51925,8.62416,8.26559,8.42632
AC159899.1,4.50365,4.6654,4.54142,4.4048,4.11989,3.92162
Defb38,4.19043,4.07078,4.01465,3.94733,3.45774,3.49133
Tmem93,8.5171,8.90008,8.85263,8.9117,9.08976,9.27807
Smgc,4.95759,4.93256,4.47592,4.51207,4.1684,4.27601
Fto,8.60759,8.43141,7.99568,8.00016,7.55966,7.70272
Atp5a1,11.6858,11.8097,12.2009,12.2656,12.4002,12.4616
Rnf31,7.92457,8.0028,7.52925,7.73371,7.10193,7.15506
Gm10399,6.65838,6.84347,6.1541,6.01773,6.14724,5.67784
Gm5087,4.87021,4.72011,4.5338,4.61311,4.5499,4.30857
Lat2,6.69749,6.58738,5.94569,6.19767,5.73316,5.79743
Pcnxl2,5.79661,5.81989,5.73743,5.63593,5.11743,5.10658
Ralgapa2,8.41901,8.57833,9.8374,9.89082,9.82597,9.98618
Mcm3ap,7.71929,7.90624,7.36927,7.4979,6.9678,6.90047
Thsd7a,7.96693,7.9417,6.86037,6.78876,6.08421,5.93502
Eif3e,9.22066,9.22046,8.78045,8.58265,8.36424,8.58117
9130017K11Rik,6.32257,6.07717,5.69146,5.6614,5.50666,5.27501
Cdk18,8.84539,8.88568,6.57937,6.55175,6.76709,6.55476
Cyp2b23,6.26883,6.30302,5.94673,5.75392,5.72689,5.76008
Tmem106c,8.43136,8.41101,7.68946,7.64687,7.20798,7.26655
Clasp1,9.00596,8.93226,8.77337,8.73695,8.03122,8.08062
Haus4,8.09725,7.80066,6.36959,6.35154,5.8657,5.88104
Mas1,4.96802,4.92929,4.85211,4.87735,4.40998,4.19215
Gm853,5.58571,5.65248,5.67635,5.64639,5.0861,4.89115
Prl2a1,5.43206,5.63411,4.98075,4.88718,4.7576,4.59688
Lyz2,10.1492,9.94903,10.123,9.88702,8.49649,8.82305
Gm5148,6.61681,6.59365,4.70428,4.7399,4.73631,4.3806
Uroc1,6.12908,6.07255,5.30844,5.27865,5.26692,5.09265
Fbxl8,5.94282,5.8737,6.2269,6.13178,5.53487,5.95959
Poc5,7.24198,7.2952,6.87107,6.89622,6.44503,6.22792
Olfr17,5.17352,5.1362,4.96749,5.16037,4.59885,4.42629
Fbxo15,4.3206,4.28077,4.0221,4.13285,3.6445,3.64997
Gm281,4.98106,5.00639,4.53429,4.64699,4.42069,3.96497
Rpl7l1-ps1,5.07709,5.16917,4.81102,4.90349,4.47448,4.6815
Ifi44,9.77169,9.69772,7.13318,7.44978,6.56308,6.81578
Dnahc2,5.1868,5.19121,4.93359,5.04361,4.98029,4.84539
Gm7030,4.94605,5.0595,4.68661,4.37119,4.42833,4.58146
Gm12513,4.70615,4.71216,4.6485,4.57701,4.30853,4.49957
Slc39a10,8.28055,8.14024,7.38384,7.19077,6.95916,7.02329
Gm14636,3.91268,3.87493,3.52408,3.48066,2.91112,2.94073
Nova2,6.91129,7.09521,6.8078,6.85034,6.50586,6.47965
Rprd2,9.27419,9.24373,8.68435,8.6054,8.31139,8.42974
B3gat3,8.39905,8.28194,7.8925,7.98776,7.56019,7.77392
Olfr366,5.34691,5.54534,4.98525,4.99849,4.68587,4.4326
Pfn3,6.49165,6.22544,5.92448,5.95588,5.66708,5.46628
2310057J18Rik,4.69628,4.49813,4.52189,4.32778,3.71401,3.62443
Rpgrip1l,7.03998,7.05981,5.98949,6.07765,5.40029,5.58152
Olfr908,6.00965,6.28581,5.27342,5.29461,4.29703,4.20764
Gm12253,4.47752,4.46359,4.21144,4.26312,3.82845,3.76766
Lemd3,8.92171,8.9482,7.68482,7.52749,7.44938,7.70403
Bbs12,5.78316,5.89364,4.64951,4.91555,4.08034,4.11014
A530054K11Rik,9.00601,8.93171,8.28161,8.13804,7.87405,7.93822
Atp1a2,9.35129,9.8177,11.3835,11.5182,11.592,11.5502
Olfr24,5.59131,5.98308,5.39448,5.30234,4.73771,4.48493
Gm10097,6.53808,6.50508,5.98966,6.07817,5.93802,5.71733
Trav1,6.16306,6.24306,5.99091,6.03662,5.73511,5.25509
Mafb,7.72602,7.64975,7.6985,7.62712,7.2715,7.59169
Hsd11b2,5.91861,6.00318,5.33712,5.51916,5.33363,4.93151
Psme2,10.1683,10.0285,9.74922,10.017,9.66879,9.83736
Gm15403,5.30532,5.33486,4.90164,4.84733,4.89443,5.10583
Nxph2,4.97384,4.9681,4.53093,4.60909,4.41341,4.4217
Ccr3,5.72762,5.53492,4.987,5.00463,4.67145,5.0214
Tas2r120,5.18734,5.45492,4.72653,4.79959,4.47144,4.38731
Casc3,7.3851,7.55445,7.12914,7.01951,6.71396,6.75675
Pla1a,7.74136,7.93182,7.01579,7.06086,6.74794,6.81515
Slc9a4,5.40236,5.53712,5.36578,5.58792,5.15359,4.89657
Cdhr3,5.2313,5.19809,5.19056,5.25841,4.93518,4.89745
Bicd2,8.07301,8.13389,8.12698,8.10295,7.55663,7.64714
Ckmt2,5.01258,4.88705,7.20257,7.63081,7.85685,7.79301
Rtkn2,4.71825,4.64614,4.09021,4.19511,4.02702,3.88734
Ung,5.81234,5.80116,5.7758,5.88419,5.69879,5.64096
Pdlim7,7.34593,7.31659,8.65716,8.77588,6.88463,6.78686
Fpr3,5.3706,5.51126,5.46031,5.3433,5.10584,5.02061
Myst3,9.09043,9.19844,8.54953,8.58926,8.2897,8.28267
A530099J19Rik,6.43722,6.61528,5.86645,5.68353,5.23501,5.23337
Rexo2,9.7671,9.89434,9.78496,9.79053,9.19154,9.36119
Gnb5,9.47264,9.53883,7.81435,8.02861,7.35874,7.5285
Ldhc,4.85414,4.8968,4.34699,4.73585,4.34333,4.16626
Cpm,9.12438,8.9751,5.56167,5.29812,5.15894,5.15283
Dbt,10.1613,10.1454,10.4808,10.5136,10.3071,10.5646
Sergef,7.37084,7.28519,6.2449,6.23245,6.30432,6.08037
Carf,7.20753,7.18734,6.78268,6.59409,6.50079,6.40041
Nkx6-1,5.95434,6.03248,6.06543,6.14047,5.4262,5.30886
Pla2g2e,6.48404,6.47339,6.08761,6.07878,5.99686,5.96286
Cd2bp2,7.04471,6.97214,6.44444,6.50934,6.08958,5.96984
Grhpr,10.3229,10.1745,9.06129,9.11421,8.74192,8.8015
Glt25d1,8.77712,8.70568,8.43182,8.58422,7.2934,7.42394
Galntl2,7.09238,7.08578,7.41994,7.56415,7.01583,7.11241
6030405A18Rik,4.73948,4.62571,4.22152,4.52668,4.16063,4.0964
Dchs1,7.28395,7.31319,7.05565,7.01748,5.81094,5.56896
Cyb5r2,4.46587,4.42374,4.26441,4.16947,3.94196,3.98757
Rnf214,8.58229,8.56439,8.15368,8.15058,7.70234,7.81677
Ppp1r16a,7.40798,7.21496,6.99052,7.33713,6.48442,6.57003
Ccdc163,7.47337,7.10012,6.79759,7.04265,6.00896,6.26
Slc39a6,7.51873,7.37908,6.67803,6.48859,5.33607,5.36199
Lamc2,5.24317,5.2954,5.20748,5.23351,4.94183,4.93471
Il6,3.88162,3.92916,3.65393,3.51414,3.17915,3.12756
Ergic1,10.8221,10.7941,10.5469,10.5171,10.2976,10.2786
Hspa12b,6.75065,6.72317,7.46285,7.42361,7.17601,7.10586
Nmnat1,7.79563,7.77769,7.97769,7.73335,7.75435,8.13008
Olfr284,6.61678,6.40195,5.86433,5.93223,5.91143,5.50011
AI467606,4.89329,4.93575,5.01431,4.98273,4.26759,4.22834
Cetn4,8.51734,8.50953,8.01241,7.90547,7.31985,7.15113
Abcb9,6.65649,6.77069,7.1836,7.31247,6.37245,6.55356
Ercc8,5.95964,5.87663,5.65122,5.50346,5.24953,5.04943
Igsf11,7.67866,7.9392,5.99824,5.98204,5.22922,5.08205
AU040320,8.12811,7.9479,7.18179,7.25506,6.95391,7.06187
Aph1b,8.43879,8.5105,7.90161,7.67403,7.2842,7.36924
Slc4a11,6.49042,6.62978,5.90185,6.05892,5.10378,4.68147
Gm12247,6.64046,6.58202,6.43187,6.10424,6.12669,5.93945
Hnf1b,4.77671,4.92668,4.39734,4.31475,4.53533,4.18841
Mapk11,6.94409,6.91954,6.72169,6.26175,5.93583,5.8921
Ntm,5.31102,5.25819,4.92538,5.05965,4.83466,4.67693
Ccrl2,7.43237,7.28865,6.4853,6.52472,5.82927,5.59245
Dlg3,7.24545,7.12566,5.98261,6.20023,5.28721,5.15325
7-Sep,10.2576,10.1041,9.86467,9.3348,9.16394,9.42443
Acyp2,8.32965,8.24497,8.77665,8.9774,8.89614,9.30323
Gba,9.14749,9.08257,8.35357,8.39853,7.57357,7.76063
Prss37,4.62626,4.64896,4.31006,4.29706,4.28022,4.03559
Eea1,8.1228,8.14853,8.21889,8.11351,7.23158,7.29876
Med27,8.59731,8.51315,7.89401,8.05115,7.26642,7.47972
Gm9970,7.03532,6.93822,6.86597,6.80764,6.33917,6.17263
Cnih2,6.82873,7.0212,6.30766,6.25374,5.79285,5.56801
Pafah1b2,9.74109,9.50852,8.50655,8.35569,7.92664,8.04804
Ckap2,5.28801,5.04308,4.34828,4.28459,4.20033,4.11596
SNORD115,4.41663,4.05735,3.9402,3.96883,3.45189,3.73702
Aig1,7.75454,7.59526,7.63425,7.73146,7.1495,7.10893
Timeless,6.21851,6.13178,5.66932,6.11804,5.57082,5.45233
Ptms,10.3967,10.1461,10.6268,10.5562,10.1502,10.2745
Tmem87b,8.76383,8.86456,8.29586,8.25986,7.68311,7.85661
Myh6,5.23798,5.18068,9.8608,9.99331,4.91087,5.09767
Rab38,5.87142,5.99043,5.80752,5.92673,5.53097,5.31897
4930449E01Rik,4.50375,4.33128,3.93305,3.92675,3.75845,3.66032
Pet112l,7.26535,7.37463,7.46042,7.61188,7.73143,7.85783
Fbxw18,4.73731,4.76289,4.51994,4.4767,4.25898,4.06679
Olfr285,6.30151,6.16468,5.85456,5.86079,5.4928,5.00297
H2afx,7.02063,6.96843,6.04421,6.32343,5.81811,5.82627
Deb1,7.02562,7.0424,6.65801,6.81982,6.52917,6.7858
Ly6f,5.34138,5.67316,5.08353,5.09974,4.74826,4.76853
Tshb,4.70492,4.84607,4.38903,4.28655,3.87577,3.68536
Trpm3,6.18871,6.26784,5.92885,5.78968,5.38156,5.16049
Tbx18,5.2434,5.30059,7.98545,8.03624,5.86035,5.90763
Hdhd1a,4.11937,4.12877,3.89616,3.88515,3.76556,3.54468
Ins2,5.33898,5.34861,4.85647,4.73122,4.73736,4.72865
Map3k6,6.97214,6.92196,6.88452,7.0688,6.53458,6.54246
Srsf10,7.06455,6.97117,6.85728,6.30254,6.30859,6.40377
Lrfn1,6.97186,7.05877,6.04178,5.94426,6.13055,5.71898
Spata5,7.86127,7.97533,7.32729,7.14639,6.68848,6.7689
Atp6v0e2,9.26362,9.36104,7.1459,7.18714,6.41241,6.07365
Clcc1,9.59416,9.63032,9.01618,8.83504,8.57842,8.66258
Ambra1,8.79587,8.6819,8.06358,8.09129,7.36628,7.47447
AC168269.1,4.57429,4.70616,4.32615,4.17249,3.88802,3.94704
Gm10190,7.22257,7.28504,6.4252,6.57749,6.66525,6.49763
Ilk,9.85518,9.78764,10.2828,10.3128,8.99634,9.06223
Vmn1r-ps8,3.86637,3.91418,3.49126,3.49576,3.06287,3.12708
Mrpl17,8.02496,7.9232,7.81717,7.76892,7.60613,7.66713
Hdac10,7.44239,7.42083,7.18247,7.15277,6.82671,6.74813
Mvk,8.07295,7.99093,7.59833,7.73362,7.13991,7.19506
1700029F12Rik,5.92708,5.88251,4.85205,4.8662,4.61636,4.65588
Gm10912,4.47288,4.58396,4.20654,4.40963,4.09235,3.74963
Ugt2b34,5.43986,5.49571,4.65392,4.58618,4.02211,3.99415
Slc5a3,8.84566,8.94472,8.0732,7.96296,7.86713,7.93771
Snx1,10.0149,9.82474,8.20468,8.11619,7.7654,8.08541
Snrnp200,9.11332,9.07159,8.81297,8.81394,8.46601,8.51611
Slc25a39,10.5538,10.6061,10.1878,10.3442,10.1731,10.3493
Stard7,8.75634,8.86454,8.91741,8.91592,9.04041,9.13547
Pax8,6.12885,5.94994,5.64197,5.62669,5.41716,5.24961
Gm6684,5.10696,4.95015,4.76754,4.68046,4.58624,4.47226
Pabpc5,5.47377,5.51233,5.1409,5.36335,4.8871,4.67604
Olfr298,4.70491,5.10623,4.34082,4.43187,3.81117,3.69669
Slc37a1,7.48941,7.52963,6.35844,6.59946,6.05086,5.95418
1700036A12Rik,7.15536,7.3009,6.51239,6.49116,6.35769,6.15143
Vmn1r65,5.19402,5.18951,4.44135,4.59057,4.02222,3.93152
Polr2j,9.64482,9.4841,9.24259,9.27384,8.93434,9.06727
Polg2,6.38086,6.27766,6.19718,5.91963,5.69841,5.75817
Morc3,8.14714,8.17651,7.78177,7.65817,7.09034,7.39852
Kcnk12,6.45882,6.3703,6.02795,6.12157,5.87405,5.60223
Angel2,8.99573,8.94592,8.54439,8.42992,8.21859,8.24819
Pogz,8.74342,8.599,7.79168,7.76038,7.00403,7.16873
Gm12497,9.12896,9.33638,9.51886,9.57065,9.787,10.0017
Cog8,8.20487,8.23667,7.65232,7.7345,7.05577,7.22285
Clec9a,6.43576,6.22958,5.43221,5.43893,5.32858,5.2276
Ubxn4,9.46494,9.29785,8.69081,8.56997,8.2008,8.39757
Syt15,6.36007,6.41993,7.98945,8.07555,5.79988,5.48171
Prl3b1,5.46812,5.26159,4.9328,4.8704,4.67053,4.6799
Prune2,8.67725,8.60931,7.21956,6.71381,5.73584,6.03096
Esrp2,6.33244,6.16196,6.30765,6.22642,5.85941,5.89247
Gm833,5.87912,5.97315,5.46958,5.61177,5.26709,5.14888
Pttg1ip,10.5081,10.4497,10.1453,10.092,9.58879,9.6339
R3hdm1,9.67945,9.63035,9.07391,8.95983,8.70415,8.74205
9230112D13Rik,4.84395,4.87391,4.64145,4.67191,4.37306,4.17791
Pcbd2,8.11945,8.05275,7.84611,7.88097,7.91621,7.91363
Pigm,7.48952,7.72528,7.45522,7.36265,7.09993,6.91654
Lrp1,10.5281,10.5807,10.6486,10.6689,9.40965,9.49431
Zfp953,6.95398,6.9972,6.34564,6.31523,6.22325,6.39537
Rragd,7.64091,7.40098,5.85155,5.93354,6.95137,6.86341
Grik2,7.13531,6.93519,5.70596,5.65081,5.11222,4.92593
Mcoln3,5.04794,4.99955,4.55287,4.55742,4.31467,4.06681
Paqr7,8.01216,7.97547,5.98175,5.8286,5.91494,5.51146
Ugt2b5,4.70626,4.17159,4.29324,3.96274,3.59821,3.63903
Ddx59,7.29575,7.35347,7.24793,7.26015,7.12447,7.28986
Farsa,8.29214,8.36763,7.49093,7.5464,7.04108,7.08966
Abhd16a,8.31259,8.12056,8.08807,8.17889,7.76588,7.76848
Ampd1,5.7456,5.61193,5.55378,5.76667,8.47316,8.26857
Gm4994,5.69793,5.56723,5.1838,5.23317,4.73824,4.6515
Gm6762,5.89746,5.71906,5.49448,5.35045,5.02309,5.08701
Dhx36,9.04928,9.04403,8.37534,8.21506,8.25119,8.14801
Olfr1331,5.23235,5.31951,4.4713,4.81465,4.57436,4.07251
n-R5s88,6.5044,6.11598,7.10974,6.99168,6.56996,6.9407
Gm4775,6.89171,6.79931,6.49571,6.36365,6.09401,6.1098
Dok1,5.52075,5.62047,5.41669,5.64709,4.78247,4.64046
E130116L18Rik,9.10069,9.04241,8.69186,8.68058,8.55847,8.31808
2900006K08Rik,5.61481,5.75939,7.39343,7.1129,7.1252,7.00171
Tnfaip3,6.39014,6.44132,6.30124,6.36092,5.87519,5.68941
Ppp1r1a,7.47711,7.77445,8.19885,8.43887,7.8782,8.2473
4930412O13Rik,5.33648,5.22755,4.51367,4.62455,4.03038,3.90875
Gm13229,5.84385,5.86668,5.37523,5.36667,4.94628,4.74139
Vars2,7.93678,7.84805,7.53893,7.37969,7.53413,7.60761
Selplg,7.21726,7.20238,6.70227,6.76687,5.83185,6.05999
Add1,9.33336,9.37671,8.88789,8.8741,8.2879,8.34834
R3hdml,6.1434,6.06868,6.05671,6.08852,6.13405,5.82729
1700013G24Rik,5.61404,5.41806,5.19398,5.22067,5.06636,4.68018
Mrpl45,7.79782,7.78542,7.83523,7.78468,7.61695,7.99177
C5ar1,6.38439,6.74962,6.41345,6.17723,5.68096,5.76631
Slc3a2,11.6535,11.604,10.4193,10.1948,9.74555,9.73823
Hrh2,6.13678,6.1763,6.42874,6.27543,6.00907,6.14812
Prkce,7.92474,7.86929,7.83503,7.92428,7.75045,7.7118
E130303B06Rik,6.34256,6.24144,5.49164,5.6228,5.10858,5.13299
Ushbp1,7.59637,7.63088,7.95327,7.97276,8.24366,8.01509
Olfr1247,5.6054,5.79158,5.19393,5.17151,4.54461,4.65086
Cecr6,6.84388,7.14214,6.63267,6.69235,6.46612,6.14138
Slc35b3,7.3877,7.43189,6.69204,6.62048,6.12155,6.22994
Arhgap31,8.30528,8.32485,8.26577,8.16787,8.01779,8.10923
Lrrc1,7.74774,7.81882,6.12665,6.08706,4.96993,5.08488
Xylb,5.49658,5.4,5.11615,5.02603,4.9081,4.63345
Fam108a,7.81696,7.75062,7.41929,7.59697,6.99724,6.96872
Gm11560,9.81438,9.51423,9.53576,9.61105,8.89031,8.96847
1600029D21Rik,5.40448,5.72944,5.71396,5.879,5.02981,4.71583
Palm,7.77634,7.41994,6.96176,6.98716,6.52525,6.17671
Cxcr3,6.24339,6.34956,6.00359,6.11969,5.72643,5.57074
Dpp6,6.86104,6.73731,5.17943,4.81056,4.33409,4.29231
Lims2,8.59966,8.76856,9.84632,9.98321,8.79955,8.90575
Rcvrn,5.0214,4.9721,4.80231,4.80571,4.44342,4.31603
Pdk3,8.24941,8.35454,7.3425,7.30893,5.37883,5.36476
Trim13,7.9579,7.9275,6.69341,6.32302,6.48736,6.43229
Gm15229,3.74783,3.82782,3.48646,3.49739,3.11016,3.0099
Gtf2e2,7.20801,7.4089,6.89612,6.94804,5.90618,6.16352
Pbld1,6.29557,6.28268,7.12256,7.15261,7.15419,7.43145
Itgb2,7.33886,7.29842,6.99171,6.88419,5.85361,6.1307
Atg16l1,7.95994,8.09925,7.89705,8.04215,7.77273,7.93045
Fam45a,9.91061,10.118,9.21524,9.02151,8.7584,9.07787
Dnm3,8.71111,8.62065,6.85571,6.48811,6.32159,6.4221
Gclc,9.08623,9.10899,8.4389,8.28248,8.01136,7.97764
Olfr701,4.65872,4.60423,4.11812,4.11042,3.77975,3.9759
Lao1,4.97598,4.98595,4.57577,4.485,4.58807,4.35819
Acsf3,7.49974,7.41747,7.6567,7.93887,7.96538,8.28323
Tg,5.68783,5.8061,5.44731,5.40653,5.22975,4.96342
Csmd2,5.53937,5.50387,5.31966,5.46189,5.16371,5.1396
Olfr1268-ps1,5.33568,5.22567,4.75529,4.80445,4.68182,4.39951
Ang6,7.08025,7.0063,6.41403,6.36526,6.243,5.9257
Nts,4.76617,4.53977,4.55923,4.46277,4.31037,4.32331
Miox,5.00178,4.97392,4.41973,4.49052,4.57852,4.18116
Ntn3,6.27617,6.13098,6.04314,5.89483,5.41332,5.51466
Rft1,8.09678,8.05394,7.04136,6.81846,6.68229,6.81323
Mgp,9.16535,9.08515,10.941,11.0217,7.12537,7.23353
Jph2,6.37817,6.5188,7.71978,7.99241,5.94976,5.80767
Mbip,8.43421,8.32451,7.47249,7.25451,6.88921,6.90873
Klhdc10,8.95504,8.90384,7.7865,7.80081,7.76912,7.93568
Cfp,7.5346,7.75245,7.72695,7.70791,6.59806,6.80847
Vps72,8.57036,8.48547,7.55347,7.63777,7.39814,7.48551
Zp1,5.51975,5.50769,5.14422,5.02926,4.64893,4.54802
Ms4a3,5.49389,5.57582,5.52755,5.48753,5.1685,5.16286
Trim71,6.56454,6.56513,6.25203,6.08601,6.02725,5.85995
Rdh16,4.92993,5.02242,4.59735,4.76858,4.11527,3.93829
AI427809,6.37371,6.41255,5.55401,5.44156,5.16,5.00435
Dclk2,6.51133,6.53379,5.01469,4.98306,4.44095,4.2003
Tarbp2,7.18718,7.24005,7.04644,7.18075,6.73566,6.73726
Lrmp,5.31529,5.3614,4.85481,4.85172,4.62623,4.55064
Mir708,5.64127,5.63856,5.59189,5.77363,5.73189,6.23214
Bcl7a,8.24719,8.1498,8.12648,8.15032,8.03072,7.86327
B230319C09Rik,5.73116,5.73429,5.34672,5.51813,5.81566,5.64168
2500003M10Rik,8.7909,8.9081,8.33953,8.37135,8.23454,8.31324
Pdzd3,5.65781,5.69116,5.32893,5.38706,5.36574,5.29304
Olfr518,5.73686,5.98668,5.40685,5.56753,5.08514,4.983
Mir701,4.3249,4.44745,4.78209,4.80743,3.87738,3.99816
Slc9a3,5.25906,5.21252,4.63566,4.56772,4.57005,4.37124
Suox,7.70775,7.65045,7.94114,7.8582,7.87342,8.0884
Prap1,6.08598,6.10925,5.59653,5.6869,4.97378,4.75378
Tmem237,7.10835,7.12725,6.03401,6.13899,5.18963,5.15646
Atg4c,7.83472,7.78095,7.14673,6.89029,6.84716,7.2619
Gzma,5.26825,5.18983,4.33544,4.28728,4.07484,4.05474
Ripk3,6.04277,5.86656,5.80532,5.71696,5.74675,5.39615
AY358078,4.00411,4.09215,3.71231,3.61387,3.28631,3.42664
Chac2,7.82205,7.89258,7.52619,7.35599,7.78495,7.9439
Gm12176,10.8313,10.8635,10.8712,10.672,10.1046,10.2354
Slc38a8,5.49859,5.65338,5.41089,5.53642,5.11375,4.79517
AC073939.4,4.35811,4.30194,3.82689,3.9316,3.68972,3.65557
4930502E18Rik,5.30855,5.22728,4.71594,4.71826,4.57882,4.45847
Pnpla6,8.67262,8.64233,8.00066,8.09395,7.62225,7.64925
Nasp,6.11679,6.22438,5.84042,5.89936,5.42187,5.64088
Ddx6,11.7496,11.6857,10.9796,10.8605,10.8577,10.8394
Pou6f2,6.13544,6.12395,5.54677,5.81541,5.55575,5.33602
Jup,9.40139,9.2642,9.12424,9.02858,8.99535,8.80407
Kremen2,6.6185,6.52931,6.0158,6.0681,6.01006,5.74108
C330005M16Rik,5.02059,5.00187,5.0323,4.957,4.73357,4.47925
Mllt4,9.21176,9.36377,8.75327,8.64145,8.44912,8.40809
Tmem176a,10.6401,10.6225,7.65892,7.60508,6.80326,6.90816
Arnt2,8.74416,8.52224,5.89751,5.94768,5.94194,5.54159
Zscan22,7.4426,7.40775,7.06939,7.06665,6.13848,6.27375
Ropn1,4.93517,4.81621,4.6908,4.60998,4.2481,4.22616
Abcf1,7.96647,7.7773,7.50459,7.56095,7.32309,7.30242
