gene,STOMACH1,STOMACH2,STOMACH3,SALIVARY_GLAND1,SALIVARY_GLAND2,SALIVARY_GLAND3
RPL23,25475,29915,30336,31089,37312,27590
RPL23A,5770,6973,8610,8496,8036,6244
RPL23AP87,22,8,7,102,14,7
RPL24,16148,16630,18828,21800,22608,16217
RPL26,26516,23746,25394,30275,32074,23749
RPL26L1,529,631,569,558,507,417
RPL27,18467,17407,22568,21790,26367,17555
RPL27A,22144,21182,23165,25368,32705,21095
RPL28,22492,24282,21128,22313,26619,27825
RPL29,18735,15083,16971,17065,23359,16374
RPL29P2,0,0,0,0,0,0
RPL3,57238,68088,79110,57623,112643,68593
RPL30,16176,15637,19426,19688,26888,14971
RPL31,25244,24727,29661,28278,37282,24837
RPL31P11,0,0,4,0,4,19
RPL32,30083,34038,34732,34303,41587,30423
RPL34,18129,12896,18750,21633,26064,20324
RPL34-AS1,9,6,4,9,5,2
RPL35,13511,17178,16747,14463,18088,15184
RPL35A,18612,14761,18523,22056,25808,17028
RPL36,11121,11321,12053,11942,14762,12519
RPL36A,216,396,219,178,277,295
RPL36AL,5930,4405,7603,10026,9692,5897
RPL37,17999,18439,20766,20363,28688,23546
RPL37A,23381,27362,33687,28780,35508,28130
RPL38,10134,10663,12281,13350,14146,9961
RPL39,858,1126,802,914,1212,756
RPL39L,93,351,474,652,264,242
RPL3L,5628,17,45,17,44,7
RPL4,58991,63336,74680,64168,88989,46218
RPL41,7296,8995,8019,8882,10397,9073
RPL5,31058,31366,38347,40910,53010,27181
RPL6,18985,16467,18291,23618,28415,15433
RPL7,7949,7116,8040,10626,12398,5810
RPL7A,34140,38388,41742,35838,49405,33637
RPL7L1,4165,3881,3869,4299,5907,3223
RPL8,43684,48813,42640,35437,46727,35575
RPL9,5687,5692,6526,1313,738,5720
RPLP0,47420,73293,48815,40640,66035,47368
RPLP0P2,34,12,8,6,10,50
RPLP1,50142,64523,79602,60226,57421,45642
RPLP2,23712,27872,25708,25251,30495,22490
RPN1,6495,8324,9386,6047,8954,3831
RPN2,7094,14708,17531,11583,9965,5885
RPP14,1058,746,905,942,1346,939
TRIM39-RPP21,478,573,949,729,651,592
RPP25,468,489,838,1218,1536,883
RPP25L,800,342,391,654,662,597
RPP30,1179,1024,1133,1633,1877,1390
RPP38,281,308,310,499,363,297
RPP40,144,187,140,130,195,169
RPRD1A,2874,3401,4310,4675,3602,2643
RPRD1B,2324,1695,1857,2150,2686,2208
RPRD2,2426,2542,3738,5112,4170,2208
RPRM,11,4,32,6,50,4
RPRML,11,2,4,17,1,30
RPS10,12601,14131,17826,18649,18314,13644
RPS11,31329,37408,40605,44880,55817,40212
RPS12,25613,37374,31472,30777,41216,29197
RPS14,24548,20811,29590,29880,44316,27721
RPS15,13011,14402,15394,16730,19215,13727
RPS15A,23695,17968,19383,25282,32890,21663
RPS16,20350,22052,20805,23255,27015,19303
RPS17,3,4,19,6,4,0
RPS18,38197,45613,44571,36775,54743,42386
RPS19,18244,25285,24563,23307,22269,26169
RPS19BP1,2412,3372,3660,3724,3067,2570
RPS2,28978,44184,32464,23082,37995,38724
RPS20,27561,25438,27534,29687,38153,30103
RPS21,7087,8187,8980,9576,11155,8622
RPS23,17368,19921,19615,26137,27232,15684
RPS24,31292,32138,34009,30975,37907,29069
RPS25,15560,14687,18573,21423,24186,13909
LOC101929876,189,259,217,182,101,104
RPS27,6235,5465,6804,9109,11254,6017
RPS27A,24320,23560,33227,37240,37497,29964
RPS27L,2005,3479,5576,7594,3348,2317
RPS28,230,221,133,2246,332,1950
RPS29,8402,8477,10185,10349,13743,11626
RPS3,34256,37875,41591,32228,49474,38221
RPS3A,12241,8317,11419,15922,17439,10140
RPS4X,48492,35127,44590,40820,75380,50003
RPS4Y1,19,10329,11512,11153,14,10
RPS5,18228,23071,24119,20897,26467,19408
RPS6,52831,59732,66035,57998,82928,56175
RPS6KA1,1102,483,308,875,782,1348
RPS6KA2,9508,4602,7096,4910,9973,3567
RPS6KA2-IT1,5,1,2,2,4,0
RPS6KA3,4459,3215,2981,3237,5673,3470
RPS6KA4,1745,3349,3833,2410,2502,3098
RPS6KA5,297,119,117,334,518,332
RPS6KA6,37,152,430,256,230,88
RPS6KB1,1651,1570,1769,2255,2649,1714
RPS6KB2,1073,1223,1526,1477,1481,1618
RPS6KC1,1103,1454,2241,4088,1755,1277
RPS6KL1,452,397,494,385,467,483
RPS7,15796,15038,16023,15367,20248,12227
RPS9,27789,28640,27579,26661,40436,27636
RPSA,15104,22375,20287,15923,23735,16720
RPSAP52,2,4,0,0,2,0
RPTN,0,0,0,0,0,0
RPTOR,1787,2217,3421,2907,2420,1743
RPUSD1,532,895,961,964,1135,1115
RPUSD2,363,168,191,346,373,262
RPUSD3,980,987,1432,1133,1032,980
RPUSD4,1456,1066,1153,1356,2063,1382
RRAD,4629,1583,3445,11669,4763,902
RRAGA,4627,3518,6447,6196,5876,3878
RRAGB,853,634,1065,1354,1519,1161
RRAGC,1654,1773,2570,3377,3037,1837
RRAGD,2276,606,1162,1780,1843,502
RRAS,7668,5417,19953,17703,12602,6120
RRAS2,972,737,1135,1064,1183,589
RRBP1,6172,15227,10553,7806,10844,10352
RREB1,2883,1810,1924,2715,3963,3225
RRH,7,16,10,8,9,12
RRM1,1385,2804,2323,2344,2513,1147
RRM2,158,27,21,81,19,118
RRM2B,1505,1281,1468,2652,2520,1138
RRN3,1853,2639,2046,2721,3342,2193
RRNAD1,972,935,1401,1588,1914,1273
RRP1,737,1204,975,758,1128,1058
RRP12,1513,2341,1376,797,1072,1059
RRP15,988,1526,1435,1243,1516,838
RRP1B,1338,2189,1922,1496,2697,1343
RRP36,1205,1529,1773,1543,1621,1430
RRP7A,1290,2157,1949,1663,2126,1743
RRP7BP,579,486,603,603,943,1022
RRP8,1052,1217,1517,1742,1274,1208
RRP9,524,1895,1246,910,976,782
RRS1,556,1682,1044,672,905,502
RRS1-AS1,2,0,2,2,6,6
RS1,2,0,4,0,3,6
RSAD1,2194,2325,2563,2459,2837,3066
RSAD2,553,64,101,442,385,611
RSBN1,1149,894,1140,1967,1829,1176
RSBN1L,1338,878,1549,2009,1866,1435
RSF1,2353,2616,3871,4930,4100,2091
RSG1,164,140,279,420,182,84
RSL1D1,4692,5679,4607,5012,8467,3999
RSL24D1,2939,3729,3838,6090,5938,2736
RSPH1,18,3,11,8,24,2
RSPH10B,4,0,3,1,5,6
RSPH10B2,0,0,1,0,4,2
RSPH14,5,6,7,1,14,15
RSPH3,546,442,582,705,639,371
RSPH4A,54,11,34,24,114,132
RSPH6A,0,2,0,2,2,0
RSPH9,54,40,45,81,70,40
RSPO1,9,49,131,106,99,152
RSPO2,0,2,12,38,37,244
RSPO3,327,93,123,417,854,574
RSPO4,142,329,74,8,756,636
RSPRY1,1085,1257,1685,1719,1789,1332
RSRC1,479,692,1016,1009,904,447
RSRC2,3532,3398,4549,4372,4895,3700
RSRP1,6489,3814,6366,7230,6141,8904
RSU1,5019,9866,15040,10009,10076,4651
RTBDN,0,0,1,0,0,0
RTCA,1826,1551,1171,1897,1703,1423
RTCB,2940,3297,4125,3927,4224,2961
RTEL1,1665,3632,3248,3766,3030,4611
RTF1,2816,2828,4194,4457,4032,2511
RTFDC1,3486,3945,6009,4550,4481,2713
RTKN,1328,1131,968,808,1701,1244
RTKN2,12,25,15,37,18,77
RTL1,2,0,1,4,19,3
RTL3,18,16,257,167,91,52
RTL4,0,2,0,0,0,0
RTL5,1139,845,2794,2570,1673,1318
RTL6,2565,2465,2684,2366,3389,1586
RTL8A,1788,2555,4166,3219,2865,1937
RTL8B,1435,2432,3151,2993,2212,1481
RTL8C,11967,11649,19814,11910,9870,7863
RTL9,80,20,36,32,86,18
RTN1,193,376,195,687,892,1078
RTN2,629,127,272,750,647,365
RTN3,6933,7099,9372,8763,10700,4558
RTN4,10440,20565,29471,18723,19840,11948
RTN4IP1,479,176,165,153,264,178
RTN4R,113,20,94,118,149,94
RTN4RL1,382,793,156,288,488,324
RTN4RL2,118,84,135,58,305,192
RTP1,2,2,9,12,2,2
RTP2,0,0,0,0,0,0
RTP3,4,1,0,2,3,3
RTP4,131,12,22,176,187,310
RTP5,16,6,5,6,26,12
RTTN,746,566,592,842,1149,1004
RUBCN,1955,2184,2783,2264,2379,2061
RUBCNL,67,73,44,189,79,441
RUFY1,2037,2217,3344,3457,3233,2580
RUFY2,1217,1079,1301,1733,1914,1379
RUFY3,3206,1932,2604,3221,4528,3697
RUFY4,22,6,2,27,24,120
RUNDC1,845,772,1299,1156,1096,708
RUNDC3A,16,6,4,23,36,40
RUNDC3B,274,66,34,58,298,116
LOC100506403,877,4581,2790,2885,1502,6375
RUNX1T1,2305,736,985,1383,2416,2119
RUNX2,210,170,201,426,159,341
RUNX3,150,95,193,357,377,417
RUSC1,3118,2781,4735,5040,4448,4869
RUSC1-AS1,574,355,348,435,657,675
RUSC2,4376,8196,15907,13295,7660,5336
RUVBL1,1239,1931,1882,1432,1328,973
RUVBL1-AS1,1,0,2,0,1,2
RUVBL2,1958,3025,3131,2184,2267,1504
RWDD1,2828,3298,3810,4327,4533,2105
RWDD2A,487,337,384,878,918,903
RWDD2B,877,1020,1302,1630,1280,807
RWDD3,1134,471,801,1357,1194,1172
RWDD4,571,913,781,802,866,556
RXFP1,20,0,8,187,69,4
RXFP2,6,2,5,0,2,0
RXFP3,0,0,0,0,0,0
RXFP4,2,0,3,0,10,4
RXRA,7075,4400,6574,8595,10944,5105
RXRB,3269,3299,4587,5533,4922,5656
RXRG,294,42,90,64,138,130
RYK,2742,2899,4016,4169,5489,2383
RYR1,282,316,367,424,452,453
RYR2,37756,2288,4843,7797,6132,2711
RYR3,332,262,521,410,1166,2294
S100A1,589,48,40,32,65,110
S100A10,8406,5965,8626,5554,9224,7076
S100A11,6096,18230,20541,11345,9245,11179
S100A12,76,29,21,32,241,54
S100A13,2705,1855,2476,4146,4601,3721
S100A14,105,33,24,32,20,54
S100A16,3969,6776,4981,3657,4103,3966
S100A2,55,56,49,18,45,85
S100A3,28,192,182,100,113,95
S100A4,4401,4775,13048,13950,8565,14165
S100A5,2,0,8,3,2,6
S100A6,16447,28834,55332,36120,38740,28952
S100A7,10,0,0,0,34,10
S100A7A,0,0,0,0,0,0
S100A7L2,0,0,0,0,0,0
S100A8,1160,765,1173,261,2501,1281
S100A9,2795,2959,4884,1273,5753,4096
S100B,2480,536,692,415,1659,1136
S100G,0,1,0,0,0,0
S100P,21,14,17,8,78,16
S100PBP,1718,1211,1373,2166,2518,2451
S100Z,18,3,2,19,2,53
S1PR1,8344,4664,3445,3299,10383,3557
S1PR2,137,167,232,80,433,79
S1PR3,3465,31564,18510,7274,7859,1858
S1PR4,192,44,30,137,214,194
S1PR5,6,16,14,72,20,70
SAA1,1635,621,4535,350,5321,996
SAA2,226,263,2371,77,638,276
SAA3P,0,0,0,0,0,0
SAA4,2,12,20,4,12,11
SAAL1,405,418,337,522,462,355
SAC3D1,180,263,408,324,263,262
SACM1L,2425,2445,3364,3319,3396,2625
SACS,3094,2865,4019,5234,4080,3066
SACS-AS1,10,17,55,51,10,38
SAE1,2711,5479,6970,4809,4026,2991
SAFB,3865,5077,5752,5541,4746,4685
SAFB2,2947,3465,4268,5238,4487,3658
SAG,2,0,2,0,0,0
SAGE1,0,1,0,4,0,0
SALL1,0,4,12,18,14,18
SALL2,361,418,831,1418,1010,529
SALL3,0,0,4,2,26,75
SALL4,12,17,3,14,8,18
SAMD10,225,122,195,183,129,523
SAMD11,118,177,271,229,1096,484
SAMD12,714,175,317,369,448,217
SAMD13,28,10,16,32,41,50
SAMD14,98,579,725,690,222,279
SAMD15,13,22,23,22,25,16
SAMD3,40,36,27,202,139,254
SAMD4A,6487,3055,5927,4859,4703,3317
SAMD4B,3188,6874,6302,6163,6531,3769
SAMD5,104,170,240,229,215,278
SAMD7,0,0,2,0,0,2
SAMD8,2309,2103,2622,2687,3745,1937
SAMD9,874,265,553,1454,1032,774
SAMD9L,1942,839,1010,3532,2925,4045
SAMHD1,13982,16391,17820,23201,30910,7385
SAMM50,2690,1429,1466,1794,2266,1494
SAMMSON,0,4,5,4,0,10
SAMSN1,396,152,163,457,501,767
SAMSN1-AS1,0,0,0,0,0,1
SAP130,1289,1417,2151,2189,1961,1344
SAP18,5598,6448,7856,6835,6428,3782
SAP25,351,335,168,295,370,827
SAP30,671,848,1047,1271,1571,489
SAP30BP,2665,3004,3587,3402,3630,3475
SAP30L,2199,2411,3939,4398,4865,2600
SAPCD1,91,42,17,61,129,162
SAPCD2,42,8,16,19,21,42
SAR1A,5206,6158,6631,6903,8854,6025
SAR1B,3585,2729,3257,3224,3511,2439
SARAF,8034,7483,10889,13604,12372,5389
SARDH,105,69,65,111,375,212
SARM1,269,819,727,873,487,478
SARNP,2159,2091,2655,2699,2226,1612
SARS,5547,9930,8912,8010,8976,5896
SARS2,728,479,488,570,740,880
SART1,2373,3165,4942,3714,4113,3048
SART3,2303,2639,3400,3363,3253,2625
SASH1,9185,5006,7978,9648,17442,5017
SASH3,822,312,357,981,792,1709
SASS6,226,175,165,250,320,191
SAT1,16355,33903,11104,9650,30384,16644
SAT2,2077,1474,2003,2802,2944,2289
SATB1,3099,1213,3209,4144,2485,3102
SATB2,284,447,348,568,437,479
SATB2-AS1,2,0,2,2,2,0
SATL1,117,89,215,250,138,74
SAV1,1896,2094,2496,2820,3866,1713
SAXO1,2,2,4,2,7,0
SAXO2,166,19,27,36,86,70
SAYSD1,474,478,687,677,760,714
SBDS,6119,9692,12514,13008,10863,4609
SBF1,5459,7424,8566,11689,9105,6138
SBF1P1,0,0,0,0,0,0
SBF2,2081,2311,2461,3088,3966,2169
SBF2-AS1,78,39,76,100,89,54
SBK1,268,20,8,34,54,46
SBK2,2,0,0,2,2,0
SBK3,66,17,6,9,21,33
SBNO1,2041,2272,2292,2843,3256,2037
SBNO2,2625,13612,6037,5043,5591,9780
SBSN,62,4,2,16,21,26
SBSPON,873,3599,6276,4121,4977,1033
SC5D,928,824,1109,924,1414,487
SCAF1,3058,4299,6422,6009,4464,3627
SCAF11,3716,3202,3873,4079,5713,3788
SCAF4,1835,2209,2636,2547,2592,2152
SCAF8,3089,2309,3503,3471,4501,2879
SCAI,637,394,567,926,824,934
SCAMP1,1871,1726,2335,3050,2913,1044
SCAMP1-AS1,225,185,189,400,261,394
SCAMP2,3091,3602,4852,4221,5256,3323
SCAMP3,2755,2750,2868,2472,2684,2180
SCAMP4,1118,1345,1514,1417,2125,1296
SCAMP5,339,167,107,332,532,1289
SCAND1,1819,1225,1583,2224,1886,1590
SCAP,3618,4979,5502,6072,4829,3725
SCAPER,1439,1029,1568,1790,1636,696
SCARA3,1197,6315,8994,9456,3337,4803
SCARA5,5350,5367,13243,10987,40576,16195
SCARB1,2078,1296,1065,1000,2558,2411
SCARB2,9616,13771,18776,16356,16907,7442
SCARF1,3205,884,1145,1128,2596,3336
SCARF2,1086,3585,4420,5155,3924,2518
SCARNA1,0,0,0,0,0,0
SCARNA10,0,7,0,5,0,3
SCARNA11,0,0,0,0,0,0
SCARNA12,51,29,41,20,72,61
SCARNA13,7,9,2,11,7,6
SCARNA14,0,0,0,0,0,0
SCARNA18,0,1,1,0,1,0
SCARNA18B,0,0,0,0,0,0
SCARNA20,1,0,0,0,1,1
SCARNA21,1,2,0,0,4,5
SCARNA22,0,1,0,2,0,1
SCARNA23,0,0,0,0,0,0
SCARNA3,0,0,1,0,1,0
SCARNA5,0,0,3,2,0,0
SCARNA6,4,0,2,1,9,7
SCARNA7,4,2,0,0,6,6
SCARNA8,1,0,0,1,0,0
SCARNA9L,27,32,21,28,34,32
SCART1,162,144,149,344,246,390
SCCPDH,2365,2038,2042,1713,2232,1267
SCD,6403,7317,13450,822,23526,569
SCD5,812,644,1021,847,2453,585
SCEL,31,4,11,14,46,17
SCEL-AS1,0,0,0,0,0,0
SCFD1,1944,2097,2199,3067,2557,1917
SCFD2,604,1620,1433,681,683,516
SCG2,10,416,204,276,212,609
SCG3,4,8,7,6,64,4
SCG5,16,141,83,185,57,96
SCGB1A1,0,0,0,0,4,0
SCGB1C1,0,0,0,0,5,0
SCGB1D1,0,0,0,0,0,0
SCGB1D2,4,0,0,0,2,0
SCGB1D4,0,0,0,0,0,0
SCGB2A1,0,0,2,0,0,0
SCGB2A2,13,0,2,2,4,0
SCGB2B2,25,7,16,17,47,28
SCGB3A1,23,1,0,4,29,6
SCGB3A2,7,10,23,13,0,7
SCGN,386,6,34,127,658,10
SCHIP1,429,132,256,206,104,77
SCIMP,266,39,41,184,113,151
SCIN,297,36,12,190,144,90
SCLT1,405,474,423,378,472,452
SCLY,412,953,956,657,590,499
SCMH1,2429,3966,5916,5517,5789,2522
SCML1,1215,628,680,1202,1689,1609
SCML2,111,134,102,75,160,229
SCML4,37,16,27,63,48,84
SCN10A,0,0,28,4,4,2
SCN11A,184,6,14,40,33,136
SCN1A,2,0,0,0,5,7
SCN1B,1138,648,979,918,1230,1311
SCN2A,66,65,229,84,143,204
SCN2B,538,16,38,12,100,90
SCN3A,900,381,263,440,2622,167
SCN3B,351,134,47,47,590,249
SCN4A,2983,370,241,250,888,630
SCN4B,2122,345,347,635,2864,2166
SCN5A,4312,117,694,121,144,38
SCN7A,6549,1087,882,997,6314,847
SCN8A,69,33,14,42,131,90
SCN9A,221,109,158,206,630,453
TNFAIP8L2-SCNM1,892,1355,1265,1655,1021,1380
SCNN1A,95,85,76,240,155,159
SCNN1B,395,146,289,211,284,120
SCNN1D,567,182,193,466,763,898
SCNN1G,26,18,7,4,11,0
SCO1,980,957,964,887,935,814
SCO2,334,294,200,208,444,658
SCOC,3605,3126,3513,4264,3191,1634
SCOC-AS1,67,23,22,20,69,47
SCP2,6424,4879,6596,6151,7628,3905
SCP2D1,0,0,2,0,2,0
SCPEP1,4052,3498,5381,7964,11314,4785
SCRG1,165,2704,2873,2006,1247,1503
SCRIB,3028,4482,4856,4778,3875,3251
SCRN1,3358,4272,7428,6171,5912,2789
SCRN2,1959,1155,1211,2064,3448,2772
SCRN3,1255,953,792,1022,1123,678
SCRT2,0,2,0,0,0,4
SCT,2,2,1,2,4,2
SCTR,25,6,3,16,16,11
SCUBE1,598,121,202,526,486,129
SCUBE2,582,298,327,232,1197,477
SCUBE3,789,1355,3578,1950,3189,5647
SCYL1,3795,6036,7306,7086,5846,4171
SCYL2,2326,2257,2805,3395,3262,2343
SCYL3,579,616,709,879,1033,826
SDAD1,1224,2073,2350,2348,2077,1577
SDAD1P1,161,97,93,197,296,38
SDC1,100,465,74,190,110,190
SDC2,4676,7147,12983,16440,13543,4174
SDC3,3761,6648,8161,5739,9422,6986
SDC4,2902,8666,6058,4752,4582,2077
SDCBP,11819,8307,9713,12441,15289,11623
SDCBP2,226,103,137,174,417,362
SDCBP2-AS1,314,80,176,122,392,330
SDCCAG3,1607,2378,2129,2016,2134,2490
SDCCAG8,1362,1050,1460,2002,2121,1639
SDE2,1314,904,1281,1219,2654,879
SDF2,1039,1213,1941,1734,1808,1126
SDF2L1,389,1242,2348,462,852,608
SDF4,5637,7859,12124,10443,9247,6811
SDHA,14698,3697,6418,5358,6363,3575
SDHAF1,410,511,553,708,605,564
SDHAF2,1543,1060,1454,1506,1540,1203
SDHAF3,537,462,311,417,453,334
SDHAF4,375,183,184,252,363,199
SDHAP1,967,845,1213,2346,1199,1220
SDHB,5600,2199,3640,3371,3216,1621
SDHC,3358,2408,3352,2629,3037,1923
SDHD,6348,3499,4288,4269,5413,2571
SDK1,379,2215,3013,4011,2389,1433
SDK2,148,250,419,250,341,193
SDR16C5,9,5,2,10,10,8
SDR16C6P,0,0,0,0,0,0
SDR39U1,608,585,748,1114,955,950
SDR42E1,56,67,66,70,20,48
SDR9C7,6,3,12,12,10,30
SDS,29,55,6,64,89,59
SDSL,202,431,280,300,146,205
SEC11A,4656,4261,5356,4889,6952,4016
SEC11C,773,1680,1642,1191,1197,627
SEC13,2681,4780,5796,3665,3860,3118
SEC14L1,9061,5048,3954,2528,12203,4285
SEC14L2,180,738,652,339,285,285
SEC14L3,0,0,0,0,0,0
SEC14L4,1,2,4,4,5,2
SEC14L5,166,20,36,48,172,66
SEC14L6,26,50,33,102,162,44
SEC16A,4818,6148,6649,7075,7644,6629
SEC16B,1385,419,528,928,2102,1961
SEC1P,3,3,11,15,33,24
SEC22A,487,398,488,712,675,505
SEC22C,3477,2766,3999,4272,5367,2975
SEC23A,3962,7858,10748,7528,7092,3393
SEC23A-AS1,0,0,0,0,0,0
SEC23B,1468,2556,2650,1723,2307,1452
SEC23IP,2086,2263,2908,2445,3342,2230
SEC24A,1154,2189,2230,2230,2060,1309
SEC24B,2500,2766,3525,4147,3623,2618
SEC24B-AS1,44,5,39,58,52,109
SEC24C,6428,7663,10645,8641,9983,9121
SEC24D,2178,6509,7067,6087,5127,3861
SEC31A,8636,16320,19570,14530,14846,8371
SEC31B,2518,771,1520,1991,2494,2815
SEC61A1,9114,18535,17987,12153,16625,11919
SEC61A2,553,438,507,646,702,809
SEC61B,1597,3277,3903,2471,3152,2228
SEC61G,1394,3339,3472,2556,2100,1290
SEC62,5091,5532,6747,8355,9426,4455
SEC63,3594,6963,6892,6449,9332,4185
SECISBP2,3075,2674,2998,3053,4933,4123
SECISBP2L,3736,3277,4703,6253,6984,3404
SECTM1,394,467,333,427,791,1366
SEH1L,1101,1952,1426,1415,1646,1222
SEL1L,5341,8261,11711,9725,9559,3980
SEL1L2,0,21,26,4,21,5
SEL1L3,857,1009,597,686,683,1164
SELE,255,509,93,217,878,1217
SELENBP1,6854,2059,4119,9018,6387,8932
SELENOF,4591,5483,6033,5576,7927,3414
SELENOI,1032,1080,829,700,1373,1185
SELENOK,2964,1638,3344,3081,3935,1508
SELENOM,3648,15575,20836,21114,13236,9146
SELENON,8864,9477,7645,6266,12653,6343
SELENOO,1398,1059,1293,1442,1857,1938
SELENOP,2342,773,1044,3308,6405,3342
SELENOS,2268,3061,3741,2883,4263,1929
SELENOT,3089,3179,4354,4080,4064,1997
SELENOV,0,0,0,0,0,2
SELENOW,14686,9532,16798,17140,11096,13051
SELL,300,376,195,294,562,439
SELP,2538,2050,1112,686,2258,3819
SELPLG,553,255,429,843,801,1147
SEM1,2367,2433,2696,2625,2733,2259
SEMA3A,170,215,85,88,441,425
SEMA3B,3613,3714,3912,2641,5446,3473
SEMA3B-AS1,16,6,22,10,18,8
SEMA3C,2198,2370,4262,3383,1314,1617
SEMA3D,292,698,488,911,2115,855
SEMA3E,34,9,67,66,66,56
SEMA3F,2578,2238,5407,2566,3914,2762
SEMA3F-AS1,182,100,147,93,372,322
SEMA3G,8023,913,1068,1547,5129,3145
SEMA4A,217,316,200,848,468,821
SEMA4B,2488,3597,2394,2554,2624,1983
SEMA4C,3178,4313,4300,5678,7723,5302
SEMA4D,1434,670,645,906,1279,1520
SEMA4F,322,683,757,825,597,449
SEMA4G,198,110,133,228,377,424
SEMA5A,2447,1274,1553,2317,2322,1392
SEMA5A-AS1,0,1,1,2,2,0
SEMA5B,946,204,440,447,1036,1083
SEMA6A,2234,927,611,719,3362,2183
SEMA6B,1835,1686,1601,819,2754,4377
SEMA6C,3075,840,1043,1289,2308,2312
SEMA6D,2128,492,504,837,1550,1987
SEMA7A,304,744,457,204,256,372
SEMG1,0,0,18,0,0,0
SEMG2,0,0,7,0,0,0
SENCR,84,25,30,36,93,114
SENP1,633,908,1021,1131,1100,876
SENP2,2145,1706,2163,2716,3748,1379
SENP3,1889,2953,2976,2950,2953,1890
SENP5,1672,1667,1794,2263,2676,2124
SENP6,4525,4813,5498,6912,6667,6454
SENP7,2296,1183,1871,2943,2347,3273
SENP8,140,41,40,82,84,32
SEPHS1,2268,1990,2477,2691,3630,2193
SEPHS2,2472,1870,2076,2104,2847,1695
SEPSECS,951,527,601,1400,1264,1349
SEPT4-AS1,3,22,5,3,7,14
SERAC1,489,936,1679,1235,775,603
SERBP1,11612,13318,12683,12326,13398,7835
SERF1A,44,101,134,68,82,40
SERF1B,169,161,187,281,247,44
SERF2,9062,8545,12855,13937,9458,8378
SERGEF,810,1309,2098,2072,1621,839
SERHL,8,9,9,3,18,11
SERHL2,100,53,72,75,159,105
SERINC1,13941,14978,22239,26758,27984,9793
SERINC2,163,233,301,276,250,202
SERINC3,9845,10565,14952,17598,18836,6754
SERINC5,139,82,105,119,257,98
SERP1,4089,6277,7899,6358,8876,4956
SERP2,308,257,366,513,313,151
SERPINA1,816,889,526,1328,445,2402
SERPINA10,5,2,2,0,4,2
SERPINA11,2,2,4,1,0,2
SERPINA12,5,0,0,2,6,0
SERPINA13P,0,0,0,0,0,0
SERPINA2,0,0,0,0,0,0
SERPINA3,6488,35130,25882,15075,37798,9513
SERPINA4,2,0,6,0,0,2
SERPINA5,674,799,1218,278,2634,298
SERPINA6,2,2,2,2,1,4
SERPINA7,2,0,0,2,0,0
SERPINA9,0,1,0,0,0,0
SERPINB1,2410,3222,2652,2905,4410,3369
SERPINB10,3,3,0,5,5,11
SERPINB11,0,1,0,0,0,0
SERPINB12,0,0,0,0,0,0
SERPINB13,12,6,8,2,0,14
SERPINB2,6,26,1,3,81,5
SERPINB3,10,7,13,2,0,14
SERPINB4,4,7,2,0,4,12
SERPINB5,4,2,0,6,4,4
SERPINB6,8722,7428,8012,7790,8232,5684
SERPINB7,6,60,0,0,0,4
SERPINB8,470,1242,1147,917,1134,745
SERPINB9,813,1571,669,1095,1742,1196
SERPINC1,14,14,20,14,8,10
SERPIND1,31,17,65,12,27,23
SERPINE1,1797,60666,90382,19833,2717,1207
SERPINE2,1150,20127,5092,1464,3856,3029
SERPINE3,50,67,52,54,80,41
SERPINF1,17307,23047,21086,18641,60590,28237
SERPINF2,357,2328,1061,283,1048,702
SERPING1,26808,54640,72371,87393,123513,46564
SERPINH1,8638,19135,24355,7927,9956,10010
SERPINI1,632,367,509,760,575,361
SERPINI2,4,5,6,13,14,4
SERTAD1,1152,1075,1442,1169,2099,810
SERTAD2,1534,2443,3179,3206,2612,1594
SERTAD3,1057,1066,1805,1268,2456,1218
SERTAD4,287,235,641,823,855,336
SERTM1,22,8,2,2,5,4
SESN1,3142,1662,1840,3444,4778,1920
SESN2,582,1494,821,1017,1284,864
SESN3,2328,3855,6468,15570,4250,4717
SESTD1,2915,4281,6256,8171,5613,4012
SET,8034,11343,9931,10007,9542,6941
SETBP1,1320,2753,4399,5010,5746,2214
SETD1A,1854,2437,3165,3334,3480,2434
SETD1B,3654,6248,8978,9898,6869,7909
SETD2,3616,4153,5377,5969,5396,3698
SETD3,3749,3776,4440,3636,5509,2514
SETD4,1152,896,1229,1122,1696,1625
SETD5,6062,6518,7594,7254,9744,8010
SETD6,875,856,734,665,881,757
SETD7,6846,8470,8113,10029,11448,5192
SETD9,228,198,263,261,246,94
SETDB1,1378,1276,1800,1961,2376,2147
SETDB2,1439,601,873,1319,1768,1284
SETMAR,966,974,1147,2817,1783,1211
SETSIP,2,2,2,4,0,0
SETX,4838,4491,5954,7236,7085,4997
SEZ6,1,1,1,6,18,10
SEZ6L,25,21,4,15,49,12
SEZ6L2,160,46,20,195,194,52
SF1,13210,16888,16064,16281,22694,17644
SF3A1,5083,6890,9043,7821,9263,4628
SF3A2,2047,2568,3217,4065,4367,3362
SF3A3,2563,3493,4050,3342,3563,3386
SF3B1,24615,15541,22337,24915,37720,35081
SF3B2,7139,10393,14918,13765,12984,9577
SF3B3,4899,6852,6492,5610,6132,5263
SF3B4,1982,2810,4474,3593,3636,2769
SF3B5,2085,2605,2869,2403,2473,2005
SF3B6,1667,1921,2308,2656,2296,1507
SFI1,740,932,1057,1385,1356,1342
SFMBT1,548,380,346,259,394,409
SFMBT2,1088,499,276,678,892,1486
SFN,56,12,84,20,47,78
